task_id,family,agent,repeat,success,exact_correct,model_calls,tool_calls,python_execs,validation_failures,runtime_failures,recovered_from_failure,termination_failed,state_corrupted,context_bytes,serialized_data_bytes,wall_time_s,token_estimate,cost_estimate_usd,failure_category,long_horizon
semfilt_2,semantic_filter,A,1,True,True,1,1,0,0,0,False,False,False,239,164,1.8596649169921875e-05,112,0.000224,,False
semfilt_2,semantic_filter,A,2,True,True,1,1,0,0,0,False,False,False,239,164,1.9073486328125e-05,112,0.000224,,False
semfilt_3,semantic_filter,A,0,True,True,2,2,0,0,1,False,False,False,248,145,1.9550323486328125e-05,110,0.00022,,False
semfilt_3,semantic_filter,A,1,True,True,2,2,0,0,1,False,False,False,248,145,1.8835067749023438e-05,110,0.00022,,False
semfilt_3,semantic_filter,A,2,True,True,1,1,0,0,0,False,False,False,220,145,1.71661376953125e-05,102,0.000204,,False
semfilt_4,semantic_filter,A,0,True,True,1,1,0,0,0,False,False,False,190,115,1.71661376953125e-05,85,0.00017,,False
semfilt_4,semantic_filter,A,1,True,True,1,1,0,0,0,False,False,False,190,115,1.6450881958007812e-05,85,0.00017,,False
semfilt_4,semantic_filter,A,2,True,True,1,1,0,0,0,False,False,False,190,115,1.6689300537109375e-05,85,0.00017,,False
semfilt_5,semantic_filter,A,0,True,True,1,1,0,0,0,False,False,False,178,103,1.621246337890625e-05,78,0.000156,,False
semfilt_5,semantic_filter,A,1,True,True,1,1,0,0,0,False,False,False,178,103,1.5735626220703125e-05,78,0.000156,,False
semfilt_5,semantic_filter,A,2,True,True,2,2,0,0,1,False,False,False,206,103,1.6689300537109375e-05,86,0.00017199999999999998,,False
loop_0,loop_transform,A,0,True,True,4,4,0,0,1,False,False,False,210,39,2.002716064453125e-05,69,0.00013800000000000002,,False
loop_0,loop_transform,A,1,True,True,1,1,0,0,0,False,False,False,112,39,1.5020370483398438e-05,42,8.400000000000001e-05,,False
loop_0,loop_transform,A,2,True,True,1,1,0,0,0,False,False,False,112,39,1.3828277587890625e-05,42,8.400000000000001e-05,,False
loop_1,loop_transform,A,0,True,True,1,1,0,0,0,False,False,False,109,36,1.33514404296875e-05,40,8e-05,,False
loop_1,loop_transform,A,1,True,True,1,1,0,0,0,False,False,False,109,36,1.33514404296875e-05,40,8e-05,,False
loop_1,loop_transform,A,2,True,True,4,4,0,0,1,False,False,True,204,36,1.7404556274414062e-05,67,0.000134,,False
loop_2,loop_transform,A,0,True,True,2,2,0,0,0,False,False,True,154,49,1.5735626220703125e-05,56,0.000112,,False
loop_2,loop_transform,A,1,True,True,1,1,0,0,0,False,False,False,122,49,1.33514404296875e-05,47,9.400000000000001e-05,,False
loop_2,loop_transform,A,2,True,True,2,2,0,0,0,False,False,False,157,49,1.5020370483398438e-05,57,0.000114,,False
loop_3,loop_transform,A,0,True,True,2,2,0,0,1,False,False,False,136,35,1.4066696166992188e-05,47,9.400000000000001e-05,,False
loop_3,loop_transform,A,1,True,True,5,5,0,0,3,False,False,True,224,35,1.7404556274414062e-05,72,0.000144,,False
loop_3,loop_transform,A,2,True,True,3,3,0,0,1,False,False,True,168,35,1.5497207641601562e-05,56,0.000112,,False
loop_4,loop_transform,A,0,True,True,1,1,0,0,0,False,False,False,119,46,1.3589859008789062e-05,46,9.2e-05,,False
loop_4,loop_transform,A,1,True,True,2,2,0,0,0,False,False,False,154,46,3.218650817871094e-05,56,0.000112,,False
loop_4,loop_transform,A,2,True,True,1,1,0,0,0,False,False,False,119,46,1.811981201171875e-05,46,9.2e-05,,False
loop_5,loop_transform,A,0,True,True,3,3,0,0,1,False,False,True,173,40,1.7642974853515625e-05,59,0.000118,,False
loop_5,loop_transform,A,1,True,True,2,2,0,0,0,False,False,True,145,40,1.7404556274414062e-05,51,0.000102,,False
loop_5,loop_transform,A,2,True,True,2,2,0,0,1,False,False,False,141,40,1.5974044799804688e-05,50,0.0001,,False
state_0,state_mutation,A,0,True,True,2,2,0,0,1,False,False,False,194,45,1.8358230590820312e-05,66,0.000132,,True
state_0,state_mutation,A,1,True,True,4,4,0,0,1,False,False,True,261,45,1.9311904907226562e-05,85,0.00017,,True
state_0,state_mutation,A,2,True,True,1,1,0,0,0,False,False,False,166,45,1.4543533325195312e-05,59,0.000118,,True
state_1,state_mutation,A,0,True,True,3,3,0,0,0,False,False,True,233,45,1.7881393432617188e-05,77,0.000154,,True
state_1,state_mutation,A,1,True,True,6,6,0,0,2,False,False,True,318,45,2.0503997802734375e-05,101,0.000202,,True
state_1,state_mutation,A,2,True,True,2,2,0,0,0,False,False,True,198,45,1.5974044799804688e-05,68,0.00013600000000000003,,True
state_2,state_mutation,A,0,True,True,1,1,0,0,0,False,False,False,166,45,1.3589859008789062e-05,59,0.000118,,True
state_2,state_mutation,A,1,True,True,1,1,0,0,0,False,False,False,166,45,1.2636184692382812e-05,59,0.000118,,True
state_2,state_mutation,A,2,True,True,4,4,0,0,1,False,False,True,258,45,1.6450881958007812e-05,84,0.00016800000000000002,,True
state_3,state_mutation,A,0,True,True,2,2,0,0,0,False,False,True,198,45,1.4781951904296875e-05,68,0.00013600000000000003,,True
state_3,state_mutation,A,1,True,True,8,8,0,0,2,False,False,True,385,45,3.814697265625e-05,120,0.00024,,True
state_3,state_mutation,A,2,True,True,1,1,0,0,0,False,False,False,166,45,1.4066696166992188e-05,59,0.000118,,True
state_4,state_mutation,A,0,True,True,3,3,0,0,0,False,False,True,269,81,2.8133392333984375e-05,98,0.00019600000000000002,,True
state_4,state_mutation,A,1,True,True,1,1,0,0,0,False,False,False,202,81,1.5735626220703125e-05,79,0.000158,,True
state_4,state_mutation,A,2,True,True,1,1,0,0,0,False,False,False,202,81,1.4781951904296875e-05,79,0.000158,,True
state_5,state_mutation,A,0,True,True,3,3,0,0,2,False,False,False,222,45,1.5974044799804688e-05,74,0.000148,,True
state_5,state_mutation,A,1,True,True,2,2,0,0,0,False,False,True,198,45,1.52587890625e-05,68,0.00013600000000000003,,True
state_5,state_mutation,A,2,True,True,4,4,0,0,0,False,False,True,265,45,1.811981201171875e-05,86,0.00017199999999999998,,True
largeobj_0,large_object,A,0,False,False,1,1,0,0,0,False,False,False,489334,489206,0.01705312728881836,273991,0.547982,context_failure,False
largeobj_0,large_object,A,1,True,True,1,1,0,0,0,False,False,False,489309,489206,0.014296770095825195,273984,0.547968,,False
largeobj_0,large_object,A,2,False,False,2,2,0,0,1,False,False,False,489362,489206,0.01582169532775879,273999,0.5479980000000001,tool_selection_failure,False
largeobj_1,large_object,A,0,False,False,1,1,0,0,0,False,False,False,489200,489072,0.014102935791015625,273916,0.547832,context_failure,False
largeobj_1,large_object,A,1,False,False,1,1,0,0,0,False,False,False,489200,489072,0.013710498809814453,273916,0.547832,context_failure,False
largeobj_1,large_object,A,2,True,True,1,1,0,0,0,False,False,False,489175,489072,0.01327371597290039,273909,0.547818,,False
largeobj_2,large_object,A,0,False,False,1,1,0,0,0,False,False,False,489279,489151,0.01650094985961914,273960,0.54792,context_failure,False
largeobj_2,large_object,A,1,True,True,1,1,0,0,0,False,False,False,489254,489151,0.014416217803955078,273953,0.547906,,False
largeobj_2,large_object,A,2,False,False,1,1,0,0,0,False,False,False,489279,489151,0.013299942016601562,273960,0.54792,context_failure,False
largeobj_3,large_object,A,0,False,False,1,1,0,0,0,False,False,False,489319,489191,0.013331413269042969,273982,0.5479640000000001,context_failure,False
largeobj_3,large_object,A,1,False,False,1,1,0,0,0,False,False,False,489319,489191,0.013271808624267578,273982,0.5479640000000001,context_failure,False
largeobj_3,large_object,A,2,True,True,1,1,0,0,0,False,False,False,489294,489191,0.02559065818786621,273975,0.54795,,False
largeobj_4,large_object,A,0,False,False,1,1,0,0,0,False,False,False,489018,488890,0.015101909637451172,273814,0.547628,context_failure,False
largeobj_4,large_object,A,1,False,False,1,1,0,0,0,False,False,False,489018,488890,0.02064681053161621,273814,0.547628,context_failure,False
largeobj_4,large_object,A,2,True,True,1,1,0,0,0,False,False,False,488993,488890,0.025083065032958984,273807,0.547614,,False
largeobj_5,large_object,A,0,False,False,1,1,0,0,0,False,False,False,489315,489187,0.026606321334838867,273980,0.54796,context_failure,False
largeobj_5,large_object,A,1,False,False,1,1,0,0,0,False,False,False,489315,489187,0.026161670684814453,273980,0.54796,context_failure,False
largeobj_5,large_object,A,2,True,True,1,1,0,0,0,False,False,False,489290,489187,0.026122331619262695,273973,0.547946,,False
plan_0,multi_step_plan,A,0,True,True,1,1,0,0,0,False,False,False,160,31,4.029273986816406e-05,53,0.000106,,True
plan_0,multi_step_plan,A,1,True,True,1,1,0,0,0,False,False,False,160,31,2.09808349609375e-05,53,0.000106,,True
plan_0,multi_step_plan,A,2,True,True,1,1,0,0,0,False,False,False,160,31,2.0265579223632812e-05,53,0.000106,,True
plan_1,multi_step_plan,A,0,True,True,1,1,0,0,0,False,False,False,160,31,1.9550323486328125e-05,53,0.000106,,True
plan_1,multi_step_plan,A,1,True,True,2,2,0,0,0,False,False,False,195,31,2.3603439331054688e-05,63,0.000126,,True
plan_1,multi_step_plan,A,2,True,True,1,1,0,0,0,False,False,False,160,31,1.8596649169921875e-05,53,0.000106,,True
plan_2,multi_step_plan,A,0,True,True,7,7,0,0,3,False,False,True,343,31,3.337860107421875e-05,104,0.000208,,True
plan_2,multi_step_plan,A,1,True,True,2,2,0,0,1,False,False,False,188,31,2.0265579223632812e-05,61,0.000122,,True
plan_2,multi_step_plan,A,2,True,True,3,3,0,0,0,False,False,True,224,31,2.2411346435546875e-05,71,0.00014199999999999998,,True
plan_3,multi_step_plan,A,0,True,True,1,1,0,0,0,False,False,False,160,31,1.7404556274414062e-05,53,0.000106,,True
plan_3,multi_step_plan,A,1,True,True,2,2,0,0,0,False,False,True,192,31,1.9550323486328125e-05,62,0.000124,,True
plan_3,multi_step_plan,A,2,True,True,1,1,0,0,0,False,False,False,160,31,1.6689300537109375e-05,53,0.000106,,True
plan_4,multi_step_plan,A,0,True,True,2,2,0,0,0,False,False,True,192,31,2.9325485229492188e-05,62,0.000124,,True
plan_4,multi_step_plan,A,1,True,True,2,2,0,0,0,False,False,True,192,31,1.9311904907226562e-05,62,0.000124,,True
plan_4,multi_step_plan,A,2,True,True,2,2,0,0,0,False,False,True,192,31,1.9311904907226562e-05,62,0.000124,,True
plan_5,multi_step_plan,A,0,True,True,3,3,0,0,2,False,False,False,216,31,2.1696090698242188e-05,69,0.00013800000000000002,,True
plan_5,multi_step_plan,A,1,True,True,3,3,0,0,1,False,False,True,220,31,2.0742416381835938e-05,70,0.00014000000000000001,,True
plan_5,multi_step_plan,A,2,True,True,2,2,0,0,0,False,False,True,192,31,1.9311904907226562e-05,62,0.000124,,True
recov_0,failure_recovery,A,0,True,True,1,1,0,0,0,False,False,False,269,56,2.4557113647460938e-05,91,0.000182,,False
recov_0,failure_recovery,A,1,True,True,5,5,0,0,2,False,False,True,389,56,2.86102294921875e-05,124,0.000248,,False
recov_0,failure_recovery,A,2,True,True,1,1,0,0,0,False,False,False,269,56,1.9550323486328125e-05,91,0.000182,,False
recov_1,failure_recovery,A,0,True,True,2,2,0,0,0,False,False,False,304,56,2.2172927856445312e-05,100,0.0002,,False
recov_1,failure_recovery,A,1,True,True,4,4,0,0,0,False,False,True,368,56,4.029273986816406e-05,118,0.000236,,False
recov_1,failure_recovery,A,2,True,True,1,1,0,0,0,False,False,False,269,56,1.9311904907226562e-05,91,0.000182,,False
recov_2,failure_recovery,A,0,True,True,2,2,0,0,1,False,False,False,281,48,2.09808349609375e-05,92,0.000184,,False
recov_2,failure_recovery,A,1,True,True,1,1,0,0,0,False,False,False,253,48,1.811981201171875e-05,84,0.00016800000000000002,,False
recov_2,failure_recovery,A,2,True,True,3,3,0,0,0,False,False,True,320,48,2.3126602172851562e-05,103,0.000206,,False
recov_3,failure_recovery,A,0,True,True,1,1,0,0,0,False,False,False,265,54,1.8596649169921875e-05,89,0.000178,,False
recov_3,failure_recovery,A,1,True,True,2,2,0,0,0,False,False,False,300,54,2.0742416381835938e-05,99,0.00019800000000000002,,False
recov_3,failure_recovery,A,2,True,True,1,1,0,0,0,False,False,False,265,54,1.9550323486328125e-05,89,0.000178,,False
recov_4,failure_recovery,A,0,True,True,3,3,0,0,1,False,False,True,329,56,2.6941299438476562e-05,107,0.000214,,False
recov_4,failure_recovery,A,1,True,True,1,1,0,0,0,False,False,False,269,56,1.8358230590820312e-05,91,0.000182,,False
recov_4,failure_recovery,A,2,True,True,2,2,0,0,0,False,False,True,301,56,2.0503997802734375e-05,99,0.00019800000000000002,,False
recov_5,failure_recovery,A,0,True,True,1,1,0,0,0,False,False,False,269,56,1.9788742065429688e-05,91,0.000182,,False
recov_5,failure_recovery,A,1,True,True,3,3,0,0,2,False,False,False,325,56,2.2172927856445312e-05,106,0.000212,,False
recov_5,failure_recovery,A,2,True,True,5,5,0,0,2,False,False,True,392,56,2.6702880859375e-05,125,0.00025,,False
verify_0,verify_before_stop,A,0,True,True,1,1,0,0,0,False,False,False,178,47,2.574920654296875e-05,63,0.000126,,False
verify_0,verify_before_stop,A,1,True,True,1,1,0,0,0,False,False,False,178,47,1.9311904907226562e-05,63,0.000126,,False
verify_0,verify_before_stop,A,2,True,True,1,1,0,0,0,False,False,False,178,47,1.9311904907226562e-05,63,0.000126,,False
verify_1,verify_before_stop,A,0,True,True,1,1,0,0,0,False,False,False,176,46,2.0265579223632812e-05,62,0.000124,,False
verify_1,verify_before_stop,A,1,True,True,1,1,0,0,0,False,False,False,176,46,1.8596649169921875e-05,62,0.000124,,False
verify_1,verify_before_stop,A,2,True,True,1,1,0,0,0,False,False,False,176,46,1.7881393432617188e-05,62,0.000124,,False
verify_2,verify_before_stop,A,0,True,True,1,1,0,0,0,False,False,False,180,48,1.9550323486328125e-05,63,0.000126,,False
verify_2,verify_before_stop,A,1,True,True,1,1,0,0,0,False,False,False,180,48,1.8596649169921875e-05,63,0.000126,,False
verify_2,verify_before_stop,A,2,True,True,1,1,0,0,0,False,False,False,180,48,1.8358230590820312e-05,63,0.000126,,False
verify_3,verify_before_stop,A,0,True,True,2,2,0,0,1,False,False,False,192,40,2.1696090698242188e-05,64,0.000128,,False
verify_3,verify_before_stop,A,1,True,True,1,1,0,0,0,False,False,False,164,40,1.8358230590820312e-05,57,0.000114,,False
verify_3,verify_before_stop,A,2,True,True,2,2,0,0,1,False,False,False,192,40,1.9311904907226562e-05,64,0.000128,,False
verify_4,verify_before_stop,A,0,True,True,1,1,0,0,0,False,False,False,150,33,1.8596649169921875e-05,51,0.000102,,False
verify_4,verify_before_stop,A,1,True,True,1,1,0,0,0,False,False,False,150,33,2.0742416381835938e-05,51,0.000102,,False
verify_4,verify_before_stop,A,2,True,True,1,1,0,0,0,False,False,False,150,33,1.7642974853515625e-05,51,0.000102,,False
verify_5,verify_before_stop,A,0,True,True,1,1,0,0,0,False,False,False,162,39,1.8835067749023438e-05,56,0.000112,,False
verify_5,verify_before_stop,A,1,True,True,1,1,0,0,0,False,False,False,162,39,1.8358230590820312e-05,56,0.000112,,False
verify_5,verify_before_stop,A,2,True,True,2,2,0,0,1,False,False,False,190,39,1.9311904907226562e-05,64,0.000128,,False
detcomp_0,deterministic_compute,B,0,True,True,1,0,1,0,0,False,False,False,120,52,2.0503997802734375e-05,48,9.6e-05,,False
detcomp_0,deterministic_compute,B,1,True,True,1,0,1,0,0,False,False,False,120,52,1.8596649169921875e-05,48,9.6e-05,,False
detcomp_0,deterministic_compute,B,2,False,True,2,0,2,0,1,True,True,False,120,52,2.1219253540039062e-05,48,9.6e-05,python_execution_failure,False
detcomp_1,deterministic_compute,B,0,True,True,1,0,1,0,0,False,False,False,140,62,2.0503997802734375e-05,56,0.000112,,False
detcomp_1,deterministic_compute,B,1,True,True,2,0,2,0,1,True,False,False,140,62,2.5510787963867188e-05,56,0.000112,,False
detcomp_1,deterministic_compute,B,2,True,True,1,0,1,0,0,False,False,False,140,62,1.8358230590820312e-05,56,0.000112,,False
detcomp_2,deterministic_compute,B,0,True,True,1,0,1,0,0,False,False,False,102,43,1.7642974853515625e-05,40,8e-05,,False
detcomp_2,deterministic_compute,B,1,True,True,1,0,1,0,0,False,False,False,102,43,1.6450881958007812e-05,40,8e-05,,False
detcomp_2,deterministic_compute,B,2,True,True,1,0,1,0,0,False,False,False,102,43,1.6450881958007812e-05,40,8e-05,,False
detcomp_3,deterministic_compute,B,0,True,True,1,0,1,0,0,False,False,False,78,31,1.71661376953125e-05,30,6e-05,,False
detcomp_3,deterministic_compute,B,1,True,True,1,0,1,0,0,False,False,False,78,31,1.5735626220703125e-05,30,6e-05,,False
detcomp_3,deterministic_compute,B,2,True,True,2,0,2,0,1,False,False,False,78,31,2.4557113647460938e-05,30,6e-05,,False
detcomp_4,deterministic_compute,B,0,True,True,1,0,1,0,0,False,False,False,96,40,1.7404556274414062e-05,38,7.6e-05,,False
detcomp_4,deterministic_compute,B,1,False,True,2,0,2,0,1,True,True,False,96,40,1.8596649169921875e-05,38,7.6e-05,python_execution_failure,False
detcomp_4,deterministic_compute,B,2,True,True,1,0,1,0,0,False,False,False,96,40,1.621246337890625e-05,38,7.6e-05,,False
detcomp_5,deterministic_compute,B,0,True,True,1,0,1,0,0,False,False,False,84,34,1.6689300537109375e-05,33,6.6e-05,,False
detcomp_5,deterministic_compute,B,1,True,True,1,0,1,0,0,False,False,False,84,34,1.5735626220703125e-05,33,6.6e-05,,False
detcomp_5,deterministic_compute,B,2,True,True,1,0,1,0,0,False,False,False,84,34,1.621246337890625e-05,33,6.6e-05,,False
semfilt_0,semantic_filter,B,0,True,True,1,0,1,0,0,False,False,False,142,95,3.3855438232421875e-05,66,0.000132,,False
semfilt_0,semantic_filter,B,1,True,True,3,0,3,0,2,True,False,False,142,95,2.765655517578125e-05,66,0.000132,,False
semfilt_0,semantic_filter,B,2,True,True,1,0,1,0,0,False,False,False,142,95,2.288818359375e-05,66,0.000132,,False
semfilt_1,semantic_filter,B,0,True,True,1,0,1,0,0,False,False,False,182,135,2.6941299438476562e-05,88,0.000176,,False
semfilt_1,semantic_filter,B,1,True,True,1,0,1,0,0,False,False,False,182,135,2.5987625122070312e-05,88,0.000176,,False
semfilt_1,semantic_filter,B,2,True,True,1,0,1,0,0,False,False,False,182,135,2.4318695068359375e-05,88,0.000176,,False
semfilt_2,semantic_filter,B,0,True,True,1,0,1,0,0,False,False,False,211,164,2.9087066650390625e-05,105,0.00021,,False
semfilt_2,semantic_filter,B,1,True,True,1,0,1,0,0,False,False,False,211,164,2.7894973754882812e-05,105,0.00021,,False
semfilt_2,semantic_filter,B,2,True,True,1,0,1,0,0,False,False,False,211,164,2.765655517578125e-05,105,0.00021,,False
semfilt_3,semantic_filter,B,0,True,True,1,0,1,0,0,False,False,False,192,145,2.7179718017578125e-05,94,0.00018800000000000002,,False
semfilt_3,semantic_filter,B,1,True,True,2,0,2,0,1,True,False,False,192,145,2.86102294921875e-05,94,0.00018800000000000002,,False
semfilt_3,semantic_filter,B,2,True,True,1,0,1,0,0,False,False,False,192,145,2.6226043701171875e-05,94,0.00018800000000000002,,False
semfilt_4,semantic_filter,B,0,True,True,1,0,1,0,0,False,False,False,162,115,2.4557113647460938e-05,77,0.000154,,False
semfilt_4,semantic_filter,B,1,True,True,1,0,1,0,0,False,False,False,162,115,2.3603439331054688e-05,77,0.000154,,False
semfilt_4,semantic_filter,B,2,True,True,1,0,1,0,0,False,False,False,162,115,2.4080276489257812e-05,77,0.000154,,False
semfilt_5,semantic_filter,B,0,True,True,1,0,1,0,0,False,False,False,150,103,2.3365020751953125e-05,70,0.00014000000000000001,,False
semfilt_5,semantic_filter,B,1,True,True,1,0,1,0,0,False,False,False,150,103,2.2649765014648438e-05,70,0.00014000000000000001,,False
semfilt_5,semantic_filter,B,2,True,True,2,0,2,0,1,False,False,False,150,103,2.4080276489257812e-05,70,0.00014000000000000001,,False
loop_0,loop_transform,B,0,True,True,5,0,5,0,2,False,False,False,84,39,3.218650817871094e-05,34,6.800000000000001e-05,,False
loop_0,loop_transform,B,1,True,True,1,0,1,0,0,False,False,False,84,39,1.8596649169921875e-05,34,6.800000000000001e-05,,False
loop_0,loop_transform,B,2,True,True,1,0,1,0,0,False,False,False,84,39,1.7881393432617188e-05,34,6.800000000000001e-05,,False
loop_1,loop_transform,B,0,True,True,1,0,1,0,0,False,False,False,81,36,1.811981201171875e-05,32,6.4e-05,,False
loop_1,loop_transform,B,1,True,True,1,0,1,0,0,False,False,False,81,36,1.7642974853515625e-05,32,6.4e-05,,False
loop_1,loop_transform,B,2,False,True,2,0,2,0,0,False,True,True,81,36,2.0742416381835938e-05,32,6.4e-05,state_management_failure,False
loop_2,loop_transform,B,0,True,True,2,0,2,0,0,False,False,True,94,49,2.1696090698242188e-05,40,8e-05,,False
loop_2,loop_transform,B,1,True,True,1,0,1,0,0,False,False,False,94,49,1.8596649169921875e-05,40,8e-05,,False
loop_2,loop_transform,B,2,False,True,2,0,2,0,0,False,True,False,94,49,2.0503997802734375e-05,40,8e-05,planning_failure,False
loop_3,loop_transform,B,0,True,True,2,0,2,0,1,False,False,False,80,35,1.9550323486328125e-05,32,6.4e-05,,False
loop_3,loop_transform,B,1,False,True,2,0,2,0,1,True,True,False,80,35,1.9073486328125e-05,32,6.4e-05,python_execution_failure,False
loop_3,loop_transform,B,2,True,True,3,0,3,0,1,True,False,True,80,35,2.2649765014648438e-05,32,6.4e-05,,False
loop_4,loop_transform,B,0,True,True,1,0,1,0,0,False,False,False,91,46,1.9073486328125e-05,38,7.6e-05,,False
loop_4,loop_transform,B,1,True,True,1,0,1,0,0,False,False,False,91,46,1.8358230590820312e-05,38,7.6e-05,,False
loop_4,loop_transform,B,2,True,True,1,0,1,0,0,False,False,False,91,46,1.7881393432617188e-05,38,7.6e-05,,False
loop_5,loop_transform,B,0,True,True,3,0,3,0,1,False,False,True,85,40,2.2172927856445312e-05,35,7.000000000000001e-05,,False
loop_5,loop_transform,B,1,True,True,1,0,1,0,0,False,False,False,85,40,1.811981201171875e-05,35,7.000000000000001e-05,,False
loop_5,loop_transform,B,2,True,True,1,0,1,0,0,False,False,False,85,40,1.7404556274414062e-05,35,7.000000000000001e-05,,False
state_0,state_mutation,B,0,True,True,2,0,2,0,1,True,False,False,138,45,2.3365020751953125e-05,51,0.000102,,True
state_0,state_mutation,B,1,True,True,3,0,3,0,2,True,False,False,138,45,2.1219253540039062e-05,51,0.000102,,True
state_0,state_mutation,B,2,True,True,1,0,1,0,0,False,False,False,138,45,3.0279159545898438e-05,51,0.000102,,True
state_1,state_mutation,B,0,True,True,3,0,3,0,0,False,False,True,138,45,2.288818359375e-05,51,0.000102,,True
state_1,state_mutation,B,1,False,True,5,0,5,0,1,True,True,True,138,45,2.5033950805664062e-05,51,0.000102,state_management_failure,True
state_1,state_mutation,B,2,True,True,2,0,2,0,0,False,False,True,138,45,1.9788742065429688e-05,51,0.000102,,True
state_2,state_mutation,B,0,True,True,1,0,1,0,0,False,False,False,138,45,1.8358230590820312e-05,51,0.000102,,True
state_2,state_mutation,B,1,True,True,1,0,1,0,0,False,False,False,138,45,1.7881393432617188e-05,51,0.000102,,True
state_2,state_mutation,B,2,True,True,3,0,3,0,1,False,False,True,138,45,2.09808349609375e-05,51,0.000102,,True
state_3,state_mutation,B,0,True,True,2,0,2,0,0,False,False,True,138,45,2.002716064453125e-05,51,0.000102,,True
state_3,state_mutation,B,1,True,True,7,0,7,0,1,True,False,True,138,45,2.8371810913085938e-05,51,0.000102,,True
state_3,state_mutation,B,2,True,True,1,0,1,0,0,False,False,False,138,45,1.7642974853515625e-05,51,0.000102,,True
state_4,state_mutation,B,0,True,True,3,0,3,0,0,False,False,True,174,81,2.3365020751953125e-05,71,0.00014199999999999998,,True
state_4,state_mutation,B,1,True,True,1,0,1,0,0,False,False,False,174,81,1.9550323486328125e-05,71,0.00014199999999999998,,True
state_4,state_mutation,B,2,True,True,1,0,1,0,0,False,False,False,174,81,1.9550323486328125e-05,71,0.00014199999999999998,,True
state_5,state_mutation,B,0,False,True,2,0,2,0,1,True,True,False,138,45,1.9311904907226562e-05,51,0.000102,python_execution_failure,True
state_5,state_mutation,B,1,False,True,2,0,2,0,0,False,True,True,138,45,1.8835067749023438e-05,51,0.000102,state_management_failure,True
